File_Name,Species,MFCC_Mean,MFCC_Std,MFCC_Min,MFCC_Max
fin_whale_61048007.wav,Fin Whale,"[-592.9848022460938, 67.29351806640625, 65.01045227050781, 61.70067596435547, 57.26283645629883, 51.88763427734375, 45.79311752319336, 39.21500015258789, 32.40697479248047, 25.6158390045166, 19.075511932373047, 13.001733779907227, 7.570389747619629]","[8.276636123657227, 3.907196044921875, 2.958374500274658, 2.7896809577941895, 2.6936800479888916, 2.55271053314209, 2.3650262355804443, 2.1677067279815674, 1.9634034633636475, 1.8099470138549805, 1.73573899269104, 1.7025017738342285, 1.6977314949035645]","[-598.597900390625, 59.847084045410156, 26.454944610595703, 26.3859806060791, 20.339733123779297, 18.230270385742188, 13.37736701965332, 11.16752815246582, 9.977594375610352, 8.859634399414062, 7.197900772094727, 4.55501127243042, 1.686274528503418]","[-363.0651550292969, 126.609375, 86.0262451171875, 70.14938354492188, 65.33782958984375, 59.481319427490234, 52.80414581298828, 45.5565185546875, 38.22241973876953, 31.419532775878906, 24.801340103149414, 18.57164764404297, 13.535962104797363]"
fin_whale_6106400B.wav,Fin Whale,"[-730.1343383789062, 67.36651611328125, 55.76177215576172, 52.15260314941406, 47.792564392089844, 43.11833953857422, 37.88197326660156, 32.44495391845703, 26.878103256225586, 21.429859161376953, 16.20965003967285, 11.414067268371582, 7.156507968902588]","[43.55168914794922, 18.031753540039062, 8.601140975952148, 8.32225513458252, 9.09264850616455, 8.61771297454834, 8.060482025146484, 6.993978023529053, 5.84502649307251, 4.522144317626953, 3.3217010498046875, 2.306152582168579, 1.7183151245117188]","[-750.2315063476562, 53.77300262451172, 23.392780303955078, 23.995128631591797, 15.975037574768066, 13.865022659301758, 10.414432525634766, 8.69826889038086, 6.831989288330078, 5.771113395690918, 4.687991619110107, 3.966442108154297, 2.4625494480133057]","[-518.6024780273438, 122.41007995605469, 73.6808090209961, 60.49382019042969, 56.02904510498047, 50.62799835205078, 44.72888946533203, 38.899871826171875, 33.24483108520508, 27.97452163696289, 22.779998779296875, 17.813282012939453, 13.208778381347656]"
fin_whale_6107900B.wav,Fin Whale,"[-625.4593505859375, 56.403289794921875, 50.86275100708008, 48.09487533569336, 44.498043060302734, 40.43608093261719, 35.879695892333984, 31.04383659362793, 26.047189712524414, 21.087848663330078, 16.336376190185547, 11.935603141784668, 8.009590148925781]","[27.22270965576172, 12.640124320983887, 5.5789971351623535, 5.329305648803711, 5.958981037139893, 5.75612735748291, 5.4524641036987305, 4.828648090362549, 4.174830436706543, 3.4790709018707275, 2.8182647228240967, 2.2923245429992676, 1.9763119220733643]","[-636.3255004882812, 46.66033172607422, 22.304845809936523, 23.259071350097656, 15.558176040649414, 13.757050514221191, 10.58721923828125, 9.021923065185547, 7.309513092041016, 6.383479118347168, 4.8141679763793945, 4.146069526672363, 0.11326191574335098]","[-431.7978820800781, 114.81106567382812, 64.4619369506836, 60.9434814453125, 56.56507873535156, 51.253746032714844, 45.224952697753906, 39.19440460205078, 33.07106018066406, 27.10088348388672, 21.574607849121094, 17.228790283203125, 13.255477905273438]"
fin_whale_6107900N.wav,Fin Whale,"[-750.3278198242188, 68.08167266845703, 64.01334381103516, 60.17867660522461, 55.35679244995117, 49.62007141113281, 43.171146392822266, 36.28599548339844, 29.216453552246094, 22.23349952697754, 15.584064483642578, 9.49001407623291, 4.134817600250244]","[16.353357315063477, 8.684860229492188, 4.125946044921875, 4.407759666442871, 4.5912370681762695, 4.452530860900879, 4.1758904457092285, 3.686147451400757, 3.143601655960083, 2.5926170349121094, 2.13326096534729, 1.8434563875198364, 1.7502155303955078]","[-757.6747436523438, 59.8708610534668, 26.84966278076172, 27.046207427978516, 18.30599594116211, 15.41586685180664, 11.209674835205078, 8.812786102294922, 6.370870590209961, 4.735815525054932, 2.975698709487915, 1.6588170528411865, -0.9260929822921753]","[-555.0037841796875, 127.38348388671875, 85.25654602050781, 73.86244201660156, 68.17193603515625, 61.276161193847656, 53.459598541259766, 45.03785705566406, 36.3414306640625, 29.21493911743164, 22.73015022277832, 16.646202087402344, 11.14281940460205]"
fin_whale_6107900D.wav,Fin Whale,"[-623.8113403320312, 54.21293258666992, 49.41905212402344, 46.721710205078125, 43.51270294189453, 39.794349670410156, 35.59125900268555, 31.11315155029297, 26.463037490844727, 21.82099723815918, 17.34675407409668, 13.163077354431152, 9.375371932983398]","[23.667245864868164, 12.050620079040527, 4.720534324645996, 4.9456000328063965, 5.333334445953369, 5.196379661560059, 4.992827892303467, 4.4892706871032715, 3.9612183570861816, 3.3886287212371826, 2.819810152053833, 2.356358051300049, 2.0744717121124268]","[-633.0446166992188, 45.41697692871094, 22.526439666748047, 23.294273376464844, 15.40609359741211, 13.413658142089844, 10.07598876953125, 8.473411560058594, 6.723067283630371, 5.783116340637207, 4.826692581176758, 4.239329814910889, 0.8973813056945801]","[-423.4738464355469, 115.02188873291016, 62.29342269897461, 56.17707443237305, 52.001426696777344, 46.95676803588867, 42.33965301513672, 37.329864501953125, 32.10984420776367, 26.99311065673828, 22.172260284423828, 17.717504501342773, 13.8812255859375]"
fin_whale_6104700F.wav,Fin Whale,"[-555.95556640625, 75.11058044433594, 59.558597564697266, 54.727622985839844, 49.72907257080078, 44.408775329589844, 38.680198669433594, 32.77100372314453, 26.816051483154297, 20.997215270996094, 15.448477745056152, 10.369297981262207, 5.842558860778809]","[44.227264404296875, 20.908287048339844, 9.949287414550781, 9.649357795715332, 10.270315170288086, 9.921905517578125, 9.20932674407959, 8.01762580871582, 6.591503620147705, 5.025016784667969, 3.5616378784179688, 2.33154559135437, 1.7400226593017578]","[-597.3961181640625, 34.033878326416016, 24.270435333251953, 24.907848358154297, 16.62561798095703, 14.247448921203613, 10.348392486572266, 8.193442344665527, 5.9227705001831055, 4.499685287475586, 3.0956203937530518, 2.0967910289764404, 0.7697257995605469]","[-346.62554931640625, 130.68887329101562, 83.76466369628906, 68.91447448730469, 63.586769104003906, 57.1455078125, 49.86610412597656, 42.05303955078125, 34.64434051513672, 28.167190551757812, 22.183061599731445, 18.226604461669922, 15.120079040527344]"
fin_whale_6107900H.wav,Fin Whale,"[-657.6193237304688, 64.4573745727539, 54.6411247253418, 51.18510818481445, 47.10974884033203, 42.586891174316406, 37.54071807861328, 32.21701431274414, 26.758655548095703, 21.371755599975586, 16.242876052856445, 11.493795394897461, 7.262535572052002]","[37.102142333984375, 16.78418731689453, 7.5523600578308105, 7.6301798820495605, 8.270648956298828, 7.935345649719238, 7.405792236328125, 6.507824897766113, 5.489128589630127, 4.392503261566162, 3.3189544677734375, 2.462670087814331, 1.9594248533248901]","[-674.4821166992188, 51.68670654296875, 23.313518524169922, 23.89095687866211, 15.797529220581055, 13.5826416015625, 10.00717544555664, 8.156377792358398, 6.1535797119140625, 4.963317394256592, 3.765099048614502, 2.9507715702056885, -0.27645254135131836]","[-459.6449890136719, 120.46964263916016, 66.1990737915039, 62.17719268798828, 57.558738708496094, 51.97271728515625, 45.656707763671875, 38.87371063232422, 32.744544982910156, 27.53150749206543, 22.417194366455078, 17.555896759033203, 13.083199501037598]"
fin_whale_6107900J.wav,Fin Whale,"[-639.7024536132812, 61.910491943359375, 51.88017654418945, 48.7315559387207, 44.92473602294922, 40.76998519897461, 36.16898727416992, 31.331188201904297, 26.33702850341797, 21.43807601928711, 16.72940444946289, 12.359170913696289, 8.437660217285156]","[40.68716812133789, 17.284759521484375, 7.958048343658447, 7.788576602935791, 8.474140167236328, 8.183366775512695, 7.682310581207275, 6.776876926422119, 5.819743633270264, 4.68084716796875, 3.608900785446167, 2.673630475997925, 2.0390660762786865]","[-658.4946899414062, 47.946990966796875, 21.185726165771484, 22.020118713378906, 14.227334976196289, 12.353012084960938, 9.149550437927246, 7.690393924713135, 6.085740089416504, 5.1737775802612305, 4.242179870605469, 3.6908957958221436, 3.113752841949463]","[-407.51861572265625, 116.620361328125, 68.19990539550781, 61.597503662109375, 57.09358215332031, 51.636199951171875, 45.45068359375, 38.844215393066406, 32.997161865234375, 28.045631408691406, 23.172164916992188, 18.518075942993164, 14.206827163696289]"
fin_whale_6106400F.wav,Fin Whale,"[-715.5381469726562, 68.48439025878906, 53.428321838378906, 49.3039665222168, 45.2249755859375, 40.59757995605469, 35.69490051269531, 30.54515266418457, 25.36986541748047, 20.33867645263672, 15.489952087402344, 11.06277847290039, 7.118326663970947]","[44.06864929199219, 20.98259162902832, 8.827462196350098, 9.114421844482422, 9.48805046081543, 9.27890396118164, 8.523641586303711, 7.4877753257751465, 6.227187156677246, 4.770825386047363, 3.4821245670318604, 2.3559200763702393, 1.7160600423812866]","[-739.0236206054688, 52.21794128417969, 22.965641021728516, 23.746002197265625, 15.878852844238281, 13.90960693359375, 10.592042922973633, 9.002157211303711, 7.253636360168457, 6.302242279052734, 5.118603706359863, 4.274718284606934, 2.9739651679992676]","[-523.4356079101562, 120.47334289550781, 71.5416030883789, 62.654396057128906, 57.93955993652344, 52.22184753417969, 45.73434066772461, 38.735809326171875, 32.68463134765625, 27.291095733642578, 22.18728256225586, 17.344898223876953, 12.900413513183594]"
fin_whale_61064009.wav,Fin Whale,"[-649.7365112304688, 60.00382614135742, 52.15909194946289, 49.311100006103516, 45.71385955810547, 41.61845779418945, 37.07035827636719, 32.24443435668945, 27.270849227905273, 22.31939697265625, 17.531391143798828, 13.088528633117676, 9.071955680847168]","[33.03408432006836, 15.344731330871582, 6.736063480377197, 6.701829433441162, 7.247481822967529, 7.042983531951904, 6.590914726257324, 5.82329797744751, 4.940284729003906, 3.9678211212158203, 3.0752475261688232, 2.260869264602661, 1.729244351387024]","[-663.7174682617188, 48.79431915283203, 22.501667022705078, 23.594749450683594, 15.983166694641113, 13.926634788513184, 10.519514083862305, 8.85030746459961, 7.035767555236816, 6.0338826179504395, 5.017685413360596, 4.37302303314209, 3.696503162384033]","[-457.2416687011719, 116.09651947021484, 64.66053009033203, 59.02451705932617, 55.11406707763672, 50.35955810546875, 44.94658660888672, 39.081905364990234, 32.98322296142578, 27.234092712402344, 22.26496696472168, 18.005878448486328, 14.000581741333008]"
fin_whale_61039001.wav,Fin Whale,"[-692.8029174804688, 73.44098663330078, 70.87157440185547, 66.81099700927734, 61.38176345825195, 54.832218170166016, 47.4391975402832, 39.514862060546875, 31.38169288635254, 23.360713958740234, 15.751457214355469, 8.818451881408691, 2.7776899337768555]","[4.14076566696167, 3.0871498584747314, 2.8097169399261475, 2.5742740631103516, 2.4246788024902344, 2.2033133506774902, 1.9843800067901611, 1.7789161205291748, 1.6385034322738647, 1.5665770769119263, 1.556834101676941, 1.5815132856369019, 1.612687110900879]","[-699.8948974609375, 63.65242004394531, 27.75923728942871, 28.15800666809082, 19.936012268066406, 17.626630783081055, 13.979021072387695, 12.070638656616211, 10.016138076782227, 8.770427703857422, 6.626911163330078, 4.00999641418457, -2.313436508178711]","[-524.9520874023438, 125.80060577392578, 93.69606018066406, 74.73214721679688, 68.75717163085938, 61.545074462890625, 53.411712646484375, 44.741981506347656, 36.079689025878906, 28.63351821899414, 21.516948699951172, 14.89780044555664, 8.971776962280273]"
fin_whale_61079002.wav,Fin Whale,"[-739.2564086914062, 70.0421371459961, 59.58903121948242, 55.010292053222656, 50.192806243896484, 44.77304458618164, 38.89509582519531, 32.76237106323242, 26.531452178955078, 20.430591583251953, 14.648457527160645, 9.357942581176758, 4.690582275390625]","[33.12077713012695, 17.309526443481445, 7.51455545425415, 7.855770587921143, 8.298009872436523, 8.181241989135742, 7.644658088684082, 6.6912126541137695, 5.560057640075684, 4.307324409484863, 3.103355646133423, 2.1125547885894775, 1.626673936843872]","[-755.8684692382812, 56.13921356201172, 21.034027099609375, 21.545513153076172, 13.439945220947266, 11.2549409866333, 7.742908477783203, 5.983735084533691, 4.0950775146484375, 3.035475492477417, 1.9778258800506592, 1.3075369596481323, -1.0403289794921875]","[-518.6351318359375, 127.50151824951172, 80.27750396728516, 68.85638427734375, 63.283477783203125, 56.54051971435547, 49.13066101074219, 41.64198303222656, 34.23704147338867, 27.87653923034668, 21.789905548095703, 16.21319580078125, 11.228728294372559]"
fin_whale_61047009.wav,Fin Whale,"[-609.4053955078125, 73.6709213256836, 71.19515228271484, 67.26715087890625, 62.00918197631836, 55.6538200378418, 48.468406677246094, 40.75468063354492, 32.8232421875, 24.98148536682129, 17.516704559326172, 10.683733940124512, 4.69162654876709]","[5.2711005210876465, 2.479527711868286, 2.326378583908081, 2.1536598205566406, 2.0002710819244385, 1.8019269704818726, 1.6596759557724, 1.545135259628296, 1.4940991401672363, 1.507336139678955, 1.5674632787704468, 1.634574294090271, 1.6817325353622437]","[-614.80419921875, 66.3559799194336, 24.546642303466797, 23.939868927001953, 17.518844604492188, 15.062675476074219, 9.87984848022461, 7.412822723388672, 6.054152011871338, 5.536795616149902, 4.424840927124023, 3.4756197929382324, -1.1760895252227783]","[-355.17425537109375, 126.48855590820312, 82.33091735839844, 74.16374206542969, 68.42803192138672, 61.4892578125, 53.64098358154297, 45.62255859375, 37.81707000732422, 30.15042495727539, 23.062774658203125, 16.444995880126953, 10.488106727600098]"
fin_whale_61064006.wav,Fin Whale,"[-658.9509887695312, 61.3790283203125, 51.769630432128906, 48.639747619628906, 44.926658630371094, 40.823638916015625, 36.25270462036133, 31.44179916381836, 26.532318115234375, 21.676048278808594, 16.994375228881836, 12.659751892089844, 8.758013725280762]","[36.99473190307617, 16.981441497802734, 7.416399955749512, 7.443020820617676, 8.013396263122559, 7.707432270050049, 7.237428188323975, 6.417407035827637, 5.430505752563477, 4.344876289367676, 3.348912000656128, 2.4617714881896973, 1.8927339315414429]","[-677.5576171875, 46.05194854736328, 22.356788635253906, 22.87380599975586, 15.740669250488281, 13.693855285644531, 10.305328369140625, 8.653623580932617, 6.854538917541504, 5.833539962768555, 4.754981517791748, 4.04089879989624, 3.2911949157714844]","[-436.3533630371094, 116.90692901611328, 68.74067687988281, 63.789894104003906, 59.339515686035156, 53.937076568603516, 47.79932403564453, 41.167396545410156, 34.294776916503906, 27.434749603271484, 22.820158004760742, 18.58224105834961, 14.607038497924805]"
fin_whale_6106400L.wav,Fin Whale,"[-724.1884765625, 75.087890625, 61.30216979980469, 56.498355865478516, 51.27279281616211, 45.59858322143555, 39.39030075073242, 32.97168731689453, 26.4837703704834, 20.160175323486328, 14.190908432006836, 8.762962341308594, 4.000233173370361]","[43.30274963378906, 19.13208770751953, 9.576821327209473, 9.436823844909668, 10.07634449005127, 9.642494201660156, 8.93222713470459, 7.706387042999268, 6.2953901290893555, 4.763361930847168, 3.310231924057007, 2.12666654586792, 1.6225733757019043]","[-746.5704956054688, 59.331825256347656, 21.112346649169922, 21.68019676208496, 13.665582656860352, 11.605718612670898, 8.253305435180664, 6.214138507843018, 4.086560249328613, 2.833752155303955, 1.6215786933898926, 0.5845730900764465, -0.9181274175643921]","[-503.9125061035156, 130.51541137695312, 84.46804809570312, 70.73316955566406, 65.30915069580078, 58.75231170654297, 51.34349060058594, 43.3929557800293, 35.22388458251953, 28.45501708984375, 22.451168060302734, 16.735828399658203, 11.47122573852539]"
humpback_whale_6301901N.wav,Humpback Whale,"[-361.19256591796875, 180.9026336669922, 7.206078052520752, 14.633667945861816, 4.059314727783203, 15.190752029418945, -2.919731855392456, 2.773700714111328, 1.0100942850112915, -1.5152084827423096, 3.9425857067108154, -1.8334050178527832, 6.3555073738098145]","[53.98524856567383, 23.068357467651367, 29.24567413330078, 13.118547439575195, 10.077960014343262, 7.058998107910156, 7.723943710327148, 7.781631946563721, 8.46934700012207, 6.868806838989258, 6.133338928222656, 7.309261322021484, 9.487403869628906]","[-459.2293701171875, 108.05758666992188, -76.60011291503906, -25.684123992919922, -31.0147647857666, -15.537956237792969, -29.3666934967041, -25.251317977905273, -26.934724807739258, -23.355085372924805, -17.635791778564453, -22.564342498779297, -21.07961654663086]","[-186.1134033203125, 243.73297119140625, 60.694732666015625, 56.93498611450195, 44.557586669921875, 40.478919982910156, 23.675613403320312, 29.123485565185547, 28.35666275024414, 30.023113250732422, 34.247779846191406, 36.50408935546875, 65.4552001953125]"
humpback_whale_6301901M.wav,Humpback Whale,"[-382.1385498046875, 171.42796325683594, 11.347789764404297, 17.749774932861328, 14.85043716430664, 21.73951530456543, 0.4447057247161865, 4.727351188659668, 3.904848575592041, 0.9613410234451294, 3.8359220027923584, -2.8718173503875732, 2.9227404594421387]","[41.98819351196289, 18.485599517822266, 24.29174041748047, 9.456170082092285, 10.327737808227539, 8.979425430297852, 7.583690166473389, 7.609288692474365, 7.548338890075684, 7.659687042236328, 7.465470790863037, 7.323310375213623, 6.504907608032227]","[-454.42205810546875, 113.46063232421875, -71.323974609375, -22.627967834472656, -25.98453140258789, -17.192365646362305, -32.877830505371094, -32.38025665283203, -25.432205200195312, -26.94989013671875, -21.604175567626953, -32.149478912353516, -26.074674606323242]","[-216.09156799316406, 229.22769165039062, 64.85713195800781, 48.394187927246094, 52.50033187866211, 54.32343292236328, 32.98529815673828, 31.35536766052246, 31.380577087402344, 33.19078826904297, 35.08150100708008, 29.076950073242188, 43.06368637084961]"
humpback_whale_6301901H.wav,Humpback Whale,"[-393.33428955078125, 162.1277313232422, 4.714469909667969, 11.496891975402832, 2.9652087688446045, 21.901403427124023, 7.029264450073242, 11.93011474609375, 7.599991798400879, 4.2762627601623535, 9.507888793945312, 2.0411555767059326, 6.953190326690674]","[45.67664337158203, 23.301340103149414, 25.714391708374023, 12.282422065734863, 11.513633728027344, 14.084718704223633, 13.5654935836792, 8.639702796936035, 10.258581161499023, 13.370830535888672, 13.24197769165039, 13.560868263244629, 12.245789527893066]","[-467.3691711425781, 109.59767150878906, -94.59171295166016, -29.996715545654297, -34.55549621582031, -22.307903289794922, -33.852203369140625, -18.211177825927734, -29.155132293701172, -40.74805450439453, -40.103309631347656, -43.28669738769531, -30.239707946777344]","[-229.02113342285156, 238.20083618164062, 62.834373474121094, 48.074012756347656, 57.23952102661133, 78.74742126464844, 52.50204849243164, 50.650447845458984, 50.94573211669922, 55.462310791015625, 65.62956237792969, 53.07808303833008, 61.12798309326172]"
humpback_whale_6301900W.wav,Humpback Whale,"[-371.3055419921875, 180.3573455810547, -2.086573600769043, 9.692705154418945, 1.0107709169387817, 21.466745376586914, 4.0153398513793945, 12.70812702178955, 12.975118637084961, 6.692770004272461, 2.4059624671936035, -11.37562084197998, -1.2899960279464722]","[59.087181091308594, 30.705841064453125, 25.488365173339844, 15.618362426757812, 9.231579780578613, 9.121885299682617, 6.397561073303223, 8.534483909606934, 10.105910301208496, 10.979771614074707, 8.076096534729004, 8.3327054977417, 8.733304023742676]","[-454.0005187988281, 120.69044494628906, -67.28846740722656, -24.90119171142578, -33.897186279296875, -12.001920700073242, -12.217649459838867, -6.333891868591309, -5.563544273376465, -12.851699829101562, -18.451683044433594, -37.260032653808594, -28.522836685180664]","[-229.1278839111328, 237.722900390625, 46.4947395324707, 41.003509521484375, 25.42284393310547, 44.529056549072266, 21.055950164794922, 54.4320182800293, 45.6044921875, 38.46893310546875, 29.456192016601562, 12.375046730041504, 13.746862411499023]"
humpback_whale_6301900V.wav,Humpback Whale,"[-392.0577087402344, 171.500732421875, 10.685355186462402, 8.457650184631348, 6.257962703704834, 20.11937713623047, 3.5885632038116455, 11.180281639099121, 12.381298065185547, 7.640323162078857, 4.995939254760742, -8.212181091308594, -4.890560626983643]","[47.03572082519531, 30.68348503112793, 20.61427879333496, 15.879852294921875, 7.473588943481445, 9.080707550048828, 8.907052993774414, 7.3389410972595215, 9.268171310424805, 11.515241622924805, 8.921731948852539, 6.899957656860352, 7.994275093078613]","[-539.8251342773438, 84.45903015136719, -44.545654296875, -26.697921752929688, -16.557579040527344, -4.231438636779785, -21.033615112304688, -8.088287353515625, -9.148906707763672, -14.040323257446289, -14.996294021606445, -26.2451114654541, -26.062551498413086]","[-282.4451904296875, 229.97955322265625, 61.584991455078125, 42.09497833251953, 31.300304412841797, 46.047706604003906, 26.678455352783203, 28.764638900756836, 35.5568962097168, 37.480377197265625, 24.6645565032959, 15.286066055297852, 14.166955947875977]"
humpback_whale_6304300O.wav,Humpback Whale,"[-307.7149353027344, 157.42027282714844, 1.3302154541015625, 18.57526206970215, 18.77126693725586, 29.74665641784668, 1.6019047498703003, 20.552915573120117, 10.661232948303223, -1.7587440013885498, 4.8946990966796875, -3.565887212753296, 9.341598510742188]","[28.037555694580078, 16.088077545166016, 14.692017555236816, 8.14946460723877, 9.098687171936035, 7.41547966003418, 6.066903114318848, 5.171058654785156, 5.116121292114258, 5.020548343658447, 4.337421417236328, 4.688879013061523, 4.871354579925537]","[-351.68524169921875, 127.72572326660156, -48.14763641357422, -10.662152290344238, 3.1123170852661133, 1.8145451545715332, -18.317363739013672, 1.0234051942825317, -8.30295467376709, -16.553564071655273, -7.882654190063477, -19.243122100830078, -6.027327060699463]","[-230.63978576660156, 209.51409912109375, 31.951683044433594, 37.2342643737793, 47.41258239746094, 43.76439666748047, 14.76121711730957, 35.065162658691406, 29.132099151611328, 15.580629348754883, 16.344261169433594, 8.117277145385742, 27.37311553955078]"
humpback_whale_9220100B.wav,Humpback Whale,"[-359.09619140625, 134.7320098876953, -40.48268508911133, 53.14580535888672, -3.3002169132232666, 17.303272247314453, 20.78596305847168, 15.989314079284668, 11.584366798400879, -5.255068302154541, -0.06921034306287766, -2.6576030254364014, 5.817866802215576]","[38.903480529785156, 22.753591537475586, 27.70226287841797, 14.438345909118652, 13.626579284667969, 11.646730422973633, 12.445773124694824, 10.42828369140625, 7.808979511260986, 8.261883735656738, 8.890809059143066, 7.140034198760986, 4.694825172424316]","[-469.65234375, 86.50320434570312, -88.28030395507812, 17.22543716430664, -43.718936920166016, -12.518467903137207, -9.051899909973145, -12.293399810791016, -6.166356086730957, -23.588245391845703, -18.180938720703125, -19.935943603515625, -4.365790843963623]","[-297.2677917480469, 179.87744140625, 15.583097457885742, 82.59283447265625, 26.420772552490234, 45.86023712158203, 46.98182678222656, 35.71186828613281, 34.829132080078125, 16.74860191345215, 27.0914306640625, 15.289406776428223, 17.422466278076172]"
humpback_whale_9220100G.wav,Humpback Whale,"[-468.4735412597656, 98.28673553466797, -56.123226165771484, 71.42243194580078, -21.640239715576172, 25.697561264038086, -2.0855367183685303, 7.208899974822998, 2.6556525230407715, -4.381710529327393, 9.024805068969727, -2.392139434814453, 17.82223892211914]","[45.06578826904297, 33.86027526855469, 18.98014259338379, 9.74300765991211, 7.822469234466553, 8.563652038574219, 9.494462966918945, 8.737855911254883, 8.770143508911133, 9.66105842590332, 8.995258331298828, 7.346495628356934, 7.347725868225098]","[-524.3933715820312, 57.436370849609375, -115.34403991699219, 19.995811462402344, -54.46055603027344, -5.741398811340332, -32.26059341430664, -19.628490447998047, -26.510047912597656, -34.1973762512207, -16.944578170776367, -31.161956787109375, -4.617680549621582]","[-354.9018249511719, 188.96151733398438, -14.240020751953125, 92.95733642578125, 1.4054125547409058, 55.25251770019531, 43.78540802001953, 33.71527862548828, 22.530559539794922, 18.76985740661621, 39.814903259277344, 27.93354034423828, 47.57777786254883]"
humpback_whale_6301901E.wav,Humpback Whale,"[-382.8690490722656, 171.6288299560547, 11.752452850341797, 13.307563781738281, 6.783507823944092, 21.38303565979004, 4.868764400482178, 8.256284713745117, 4.509252071380615, 1.3225984573364258, 4.595795154571533, -4.008091449737549, 1.1643236875534058]","[47.65713882446289, 26.88845443725586, 21.551191329956055, 14.120945930480957, 8.660289764404297, 9.175152778625488, 7.520649433135986, 7.751424789428711, 9.048528671264648, 8.680835723876953, 7.7562642097473145, 7.548182487487793, 6.673157215118408]","[-453.7450256347656, 112.78143310546875, -46.041107177734375, -26.55771255493164, -22.90433120727539, -11.084375381469727, -18.512924194335938, -13.74724006652832, -19.63964080810547, -21.922061920166016, -17.61729621887207, -31.19375991821289, -23.572107315063477]","[-251.59837341308594, 241.1489715576172, 62.54936599731445, 59.738861083984375, 38.14331817626953, 47.91829299926758, 25.929962158203125, 35.00341796875, 43.64593505859375, 35.158103942871094, 40.496307373046875, 23.681581497192383, 31.291179656982422]"
humpback_whale_6301901A.wav,Humpback Whale,"[-390.0179748535156, 163.62098693847656, 10.70030689239502, 22.287065505981445, 14.135863304138184, 24.848920822143555, 1.835178017616272, 4.981631278991699, 1.671088695526123, -2.109020948410034, 1.7133408784866333, -5.53455114364624, 2.4630231857299805]","[49.0149040222168, 21.707229614257812, 26.03737449645996, 11.265909194946289, 9.782880783081055, 8.628236770629883, 8.421441078186035, 6.723966598510742, 6.485927104949951, 5.136008262634277, 4.526712417602539, 5.230005741119385, 5.071418762207031]","[-466.78955078125, 108.18150329589844, -74.73531341552734, -25.22068977355957, -23.116361618041992, -4.8930134773254395, -29.417930603027344, -19.437042236328125, -23.11812973022461, -21.706741333007812, -16.624540328979492, -24.4200439453125, -19.286598205566406]","[-227.4572296142578, 234.44638061523438, 70.61734008789062, 56.20758056640625, 58.264469146728516, 50.417572021484375, 24.527896881103516, 27.974267959594727, 23.61367416381836, 16.78856086730957, 20.31725311279297, 16.89517593383789, 37.774349212646484]"
humpback_whale_5511300F.wav,Humpback Whale,"[-259.14251708984375, 158.5235595703125, -21.340211868286133, 68.49038696289062, -23.58977508544922, 17.99947738647461, -0.736695408821106, 7.444522857666016, 11.95479965209961, -2.3687939643859863, 3.8199405670166016, -13.979775428771973, -2.1814522743225098]","[7.971105098724365, 7.133340358734131, 5.073215961456299, 6.273378372192383, 6.800719738006592, 5.9595561027526855, 4.758325576782227, 4.490901470184326, 5.1723480224609375, 5.483485221862793, 5.811049461364746, 5.113574981689453, 4.684481620788574]","[-308.00543212890625, 135.96963500976562, -41.34269332885742, 39.915802001953125, -48.486488342285156, -7.785553932189941, -17.019283294677734, -7.7232489585876465, -1.709615707397461, -17.831846237182617, -18.63052749633789, -34.88504409790039, -18.59034538269043]","[-222.1974334716797, 187.62179565429688, -1.29926598072052, 85.61299133300781, -5.540218353271484, 36.024810791015625, 15.256990432739258, 28.660354614257812, 35.116153717041016, 16.618408203125, 26.37664222717285, 8.328454971313477, 9.900277137756348]"
humpback_whale_63019018.wav,Humpback Whale,"[-384.6920166015625, 163.72434997558594, 8.82008171081543, 19.780698776245117, 17.682159423828125, 26.691299438476562, 2.5807766914367676, 5.245410442352295, 5.426297664642334, 2.4850571155548096, 2.6677446365356445, -5.666378498077393, 2.521942615509033]","[43.92655944824219, 20.173856735229492, 24.169775009155273, 10.605252265930176, 11.417878150939941, 10.252288818359375, 8.993316650390625, 8.951183319091797, 8.271222114562988, 7.891992092132568, 6.763162612915039, 6.994083881378174, 7.034780979156494]","[-459.27093505859375, 112.230712890625, -73.55736541748047, -25.15676498413086, -29.864444732666016, -20.220458984375, -29.743183135986328, -35.89747619628906, -35.918678283691406, -24.581432342529297, -24.522865295410156, -34.79165267944336, -28.908103942871094]","[-217.82708740234375, 230.5076141357422, 62.09225845336914, 52.694908142089844, 54.88027572631836, 58.455101013183594, 36.577003479003906, 39.8846549987793, 42.78118133544922, 39.22517395019531, 49.15966033935547, 39.135467529296875, 56.537845611572266]"
